AverageOffset
0.112993
-0.076555
-0.370377
-0.140564
0.080101
0.448020
0.172158
0.522176
0.184171
0.022504
-0.154923
0.144013
-0.012154
-0.034460
0.103378
0.148894
0.098978
-0.249251
-0.240444
-0.217382
-0.025591
0.145436
-0.241661
-0.374398
-0.537806
-0.051294
0.098987
0.295172
0.150977
-0.005166
0.372148
-0.150035
0.026724
0.034447
0.249094
0.006041
0.027385
-0.763025
0.218682
-0.218503
-0.026898
0.236188
0.557165
0.190656
0.251722
-0.339586
0.086364
-0.536218
-0.059618
-0.187279
-0.050830
0.031016
0.192003
0.083642
-0.114794
-0.050398
0.134122
-0.180515
-0.319981
0.291281
0.458404
-0.375427
0.167152
-0.230498
0.001041
0.082051
-0.343465
0.237173
-0.286265
0.007195
-0.131454
0.081007
-0.258710
-0.290168
0.071202
0.096888
0.348541
0.139292
0.138445
0.159714
0.277992
-0.169139
-0.046643
0.149212
0.203442
0.323710
-0.080833
-0.172308
-0.276824
0.110771
-0.118005
-0.265014
-0.622747
-0.566336
0.230352
0.248624
0.315576
-0.085779
-0.154904
-0.394489
-0.297763
0.295433
-0.615754
0.149124
-0.091547
-0.084886
-0.114563
0.000880
-0.105298
-0.204608
-0.522437
-0.029184
-0.047732
0.352045
-0.066002
-0.151863
0.107310
-0.090988
0.048988
-0.634417
-0.047952
-0.181715
0.007124
-0.021856
-0.033108
0.050612
-0.105635
0.032991
0.302180
-0.252603
0.135628
0.309191
-0.469961
0.027449
0.474660
0.155974
-0.071885
-0.376709
-0.316191
-0.462897
-0.140294
0.230528
-0.083415
0.198878
-0.059073
-0.261828
0.028854
-0.207636
0.286183
-0.324782
-0.209611
0.468813
0.025357
0.414179
0.402349
0.440330
0.196592
0.375409
0.235872
0.006726
0.086781
-0.364723
-0.488451
-0.015975
0.133236
-0.047301
0.173492
-0.267341
-0.251190
0.052266
0.197895
-0.198705
-0.172136
0.158179
-0.324471
0.029993
0.025927
0.088983
-0.133149
0.041280
-0.496794
-0.025140
-0.063810
0.124222
0.030683
-0.020374
-0.177254
0.138561
-0.064115
0.109072
-0.419852
-0.290933
-0.002957
0.245157
-0.256276
-0.349984
0.123624
0.281512
-0.006526
0.185320
0.178909
0.072629
-0.413252
-0.027960
0.258363
0.185753
-0.308608
-0.071382
-0.793825
0.009078
-0.078684
0.037692
0.161549
0.417298
-0.053679
0.185496
0.409310
-0.161088
0.001831
0.234197
-0.633828
-0.096777
0.103707
-0.233591
-0.129072
-0.136985
-0.048706
0.000745
0.100484
0.304713
0.020815
-0.413048
-0.138882
-0.298876
0.156093
0.009951
-0.383872
-0.045299
0.255854
0.211378
-0.037911
0.117004
0.084528
-0.562844
-0.073116
-0.413772
0.077779
0.054940
0.102931
-0.024517
-0.073928
0.136764
0.159250
-0.539885
-0.489890
0.090697
-0.143776
0.000093
0.119032
0.005770
0.271291
-0.840287
-0.067963
-0.192457
0.097341
-0.082014
-0.075446
-0.065044
0.352143
0.160454
-0.315239
-0.458969
-0.012738
-0.191625
0.314211
-0.265851
0.233031
-0.212052
0.014747
0.059480
-0.636661
-0.067685
0.163331
-0.020671
0.219933
0.106529
-0.154305
0.335991
0.058947
0.221043
-0.246025
0.076423
-0.731882
0.411076
0.145649
-0.160296
-0.205778
-0.087436
-0.000532
-0.038736
-0.378808
0.078170
-0.196254
-0.013467
-0.341351
-0.422982
-0.043370
0.128856
0.091320
-0.020165
-0.373137
-0.006232
0.200956
0.491426
0.305414
0.145720
0.025634
-0.188210
0.032679
0.049764
0.029747
-0.093050
0.141387
-0.205824
0.417580
0.106972
-0.325353
-0.383932
-0.431008
-0.104074
0.051936
0.170801
0.051105
-0.033517
-0.313277
-0.007008
-0.458150
0.230220
0.168283
-0.131355
-0.204537
-0.195193
-0.418708
0.139472
0.085196
0.099878
0.236603
0.168495
0.330340
0.063506
0.059822
-0.234068
0.144477
0.018898
0.061216
0.365984
-0.488964
0.045337
-0.116239
0.004343
0.043799
-0.029683
-0.434268
0.097378
-0.023324
-0.010710
0.155855
0.116727
-0.035310
0.119343
0.275671
0.322810
-0.202515
-0.118856
-0.066640
0.058354
0.200338
0.072708
-0.250449
-0.012817
0.058215
-0.183013
-0.514674
0.179618
0.083525
0.347993
-0.147968
0.442056
0.205142
0.046008
0.046909
-0.173468
-0.083602
-0.130020
-0.406159
0.244006
0.070480
-0.219234
0.203818
-0.093089
0.382939
-0.918543
-0.052023
0.238361
-0.142505
-0.280377
0.035075
-0.377442
-0.239960
-0.049959
-0.032133
-0.962959
0.030737
0.200859
0.052723
0.207037
-0.228593
-0.094535
-0.096808
-0.090838
-0.288098
0.026931
0.121898
0.023049
0.124504
0.071754
-0.352839
0.088271
0.408697
0.117394
-0.089951
0.388950
-0.486284
0.067515
0.130891
0.086660
0.222500
-0.318506
-0.238921
0.001854
-0.326448
-0.424648
0.104195
0.167443
0.159812
0.322525
-0.086054
0.228509
-0.107375
-0.127833
-0.296813
-0.371843
-0.460777
0.032971
-0.330351
0.016640
-0.371153
0.067956
-0.129790
-0.575248
0.183571
-0.083849
-0.085992
0.328599
-0.137744
-0.209174
-0.204755
-0.486933
-0.375073
0.724470
-0.162383
-0.143918
0.338027
-0.536381
-0.139412
-0.345986
-0.125483
-0.112713
-0.013882
-0.303138
-0.013213
0.225460
-0.188165
0.221231
0.035144
0.015867
0.217714
-0.314535
-0.419599
-0.342538
-0.209274
0.181183
0.473487
0.027757
0.100795
0.309039
0.306383
0.120118
0.275600
-0.156263
-0.120356
-0.200171
-0.207488
-0.004623
0.115285
-0.104160
0.037151
0.114631
-0.459410
0.251908
-0.282379
-0.319559
-0.124410
-0.190992
-1.306222
-0.246090
0.118932
0.442894
-0.215743
-0.057869
0.695013
0.028946
-0.232719
-0.136361
-0.243304
0.212578
-0.227567
0.238520
0.042197
-0.057550
-0.067367
-0.081908
-0.006154
-0.238575
-0.438477
-0.123694
-0.183219
0.316911
-0.581986
0.022948
-0.118285
0.190532
-0.140497
-0.117391
0.196389
0.073108
-0.070496
-0.104259
-0.429114
0.445498
-0.053810
-0.284590
0.075178
-0.069090
0.227344
-0.880597
0.173786
0.369566
-0.186638
-0.360709
-0.262609
-0.369360
0.283164
0.303852
-0.191509
0.313345
-0.036346
0.012530
-0.000599
0.610175
-0.160423
-0.636713
-0.246574
0.278575
-0.328193
-0.441428
0.138495
-0.073254
-0.203702
-0.147039
0.004576
-0.290993
0.260217
-0.100440
0.009772
0.074695
0.157445
-0.946143
-0.142468
-0.073747
-0.084387
-0.433177
-0.473301
0.099869
-0.122515
0.074742
-0.039532
0.090593
-0.031333
0.063122
-0.213493
0.097885
0.219894
0.015726
0.039144
-0.116601
0.008908
0.271682
-0.122032
-0.410323
0.287385
-0.304327
0.224380
0.141582
0.087775
-0.234929
0.106089
0.251593
0.085987
0.211116
-0.215681
-0.442213
-0.017963
-0.084835
0.563945
-0.111131
-0.309457
0.122137
0.178852
0.006671
0.149683
-0.136733
-0.421966
-0.283319
0.054768
0.146908
0.154911
0.038044
-0.687062
-0.347952
0.064950
0.158464
0.021971
-0.201777
-0.070822
0.149879
0.034834
0.398829
-0.265805
0.342202
0.223965
0.134433
-0.620977
0.280711
-0.014839
-0.379340
-0.228716
-0.497490
0.351094
-0.333179
0.172720
0.057144
-0.423071
-0.057737
0.183381
0.194905
0.322938
-0.298472
-0.009139
0.060444
-0.090200
0.047921
-0.288433
0.021319
0.269809
-0.158686
-0.042491
-0.561753
-0.201622
-0.113718
-0.239325
0.063635
0.290690
-0.268388
0.035016
-0.216102
0.177640
-0.704266
-0.538389
0.424483
0.063487
0.098956
-0.209000
-0.342609
-0.025116
0.026913
-0.495724
0.268028
0.232032
-0.324781
-0.084480
0.233946
-0.019506
-0.563994
0.411929
0.170558
0.045126
0.049889
0.278502
0.212952
0.036078
-0.366002
-0.287314
-0.386229
-0.182461
-0.111383
-0.138539
-0.000833
-0.061284
0.236550
0.292483
-0.159706
0.192161
-0.251030
-0.302518
0.048191
0.263599
0.094292
-0.193335
0.483827
-0.255405
0.411406
0.032258
-0.041123
0.051850
0.085659
